Devices
1000
,,Old Plate - 1 - Force,,,Old Plate - 1 - Moment,,,Old Plate - 1 - CoP,,,NewPlate -2 - Force,,,NewPlate -2 - Moment,,,NewPlate -2 - CoP,,,Imported Analog EMG #1 - Voltage,,,,,,,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Lead 1,Lead 2,Lead 3,Lead 4,Lead 5,Lead 6,Lead 7,Lead 8,Pulse
613,0,125.167,-39.7778,-485.38,41882.8,-59092.3,17301.7,110.256,167.711,0,-42.2749,6.26897,-256.632,-23258.2,-9679.52,2481.27,-454.717,344.628,0,0.000260725,4.19047e-05,0.00106782,0.00052132,5.13892e-05,0.0002635,0.000614671,0.000584987,-0.00362838
613,1,124.843,-39.6996,-484.904,41843.8,-59027.4,17272.1,110.27,167.707,0,-42.4719,6.19367,-257.475,-23360.9,-9726.35,2527.84,-454.776,344.731,0,0.000372037,-4.44988e-05,0.000869505,0.000340577,-0.000431991,-0.000170575,0.000285255,0.000243621,-0.00352911
613,2,124.515,-39.6536,-484.358,41797.9,-58943.2,17260.2,110.307,167.705,0,-42.6392,6.18997,-258.299,-23444.9,-9744.41,2577.72,-454.725,344.767,0,0.000429451,-5.09198e-05,0.000230478,0.000112999,-0.000594606,-0.000412949,-0.000165544,0.000238295,-0.00329609
613,3,124.38,-39.6293,-483.401,41725.8,-58889,17254,110.178,167.683,0,-42.8031,6.3056,-259.342,-23526,-9763.93,2602.15,-454.649,344.714,0,0.000300276,-1.44919e-05,-0.00018848,-8.80501e-05,-0.000530649,-0.000433954,-0.000341142,0.000447246,-0.00299961
613,4,124.332,-39.5419,-482.507,41648.1,-58856.4,17238.9,110.019,167.684,0,-42.9743,6.44073,-260.554,-23611.4,-9818.2,2606.13,-454.682,344.62,0,-6.158e-05,-1.51028e-05,-0.000194816,-0.000146324,-0.000471404,-0.000311507,-0.000269819,0.000620131,-0.0028061
614,0,124.189,-39.4073,-482.313,41600.2,-58804.4,17223.7,110.078,167.749,0,-43.1441,6.51557,-261.564,-23688.4,-9901.44,2611.39,-454.855,344.565,0,-0.000481066,-3.49757e-05,-8.36273e-05,5.66202e-05,-0.000356192,-0.000239021,-0.000229058,0.000662334,-0.00278464
614,1,123.989,-39.375,-482.489,41554.5,-58737.1,17215.1,110.262,167.875,0,-43.3111,6.56825,-262.212,-23755.9,-9978.81,2627.82,-455.056,344.598,0,-0.00072539,-4.5468e-05,7.74569e-05,0.000523249,-0.000116553,-0.000152718,-0.000204422,0.000707499,-0.00285014
614,2,123.836,-39.4476,-481.994,41457.2,-58695.1,17200.2,110.225,167.988,0,-43.4921,6.67554,-262.727,-23830.5,-10031.9,2649.11,-455.184,344.705,0,-0.00059644,-0.000114568,0.000327456,0.00103706,0.000145439,0.000215676,2.30749e-05,0.000964303,-0.00298316
614,3,123.653,-39.3918,-480.369,41335.2,-58655.6,17178.8,109.895,167.951,0,-43.7141,6.84722,-263.452,-23920.6,-10069.1,2663.75,-455.22,344.797,0,-0.000123677,-0.000211316,0.000407146,0.00133597,0.000492771,0.000785298,0.000440077,0.0014089,-0.00326163
614,4,123.306,-39.0757,-478.193,41268.8,-58542.5,17171,109.576,167.698,0,-43.976,7.00605,-264.637,-24025,-10109.1,2663.8,-455.2,344.785,0,0.000222149,-0.000124068,0.000206087,0.00140692,0.00106349,0.00111148,0.000816289,0.00173177,-0.00356736
615,0,122.901,-38.6996,-476.349,41263.4,-58361.1,17181.4,109.482,167.376,0,-44.2209,7.05463,-266.209,-24153.1,-10172,2653.42,-455.211,344.73,0,6.397e-05,0.000215089,5.83735e-05,0.0014086,0.00164664,0.000988317,0.00103481,0.00174288,-0.00360787
615,1,122.662,-38.5292,-475.236,41238.9,-58219.1,17183.2,109.494,167.224,0,-44.3887,6.98601,-267.702,-24308.4,-10256.2,2648.9,-455.312,344.804,0,-0.000196221,0.000533471,0.000164824,0.00136645,0.00189656,0.000659666,0.00116928,0.00158039,-0.00339176
615,2,122.545,-38.5627,-474.684,41151.6,-58177.6,17153,109.439,167.307,0,-44.498,6.92529,-268.796,-24455,-10326.5,2662.32,-455.417,344.98,0,3.38601e-05,0.000521157,0.000385472,0.00121642,0.00182694,0.000466794,0.00127876,0.00138174,-0.00328614
615,3,122.323,-38.619,-474.329,41060.4,-58163.9,17109.8,109.377,167.435,0,-44.6188,7.00856,-269.77,-24550.4,-10360.6,2689.37,-455.405,345.005,0,0.000508679,0.000216914,0.000679016,0.00104421,0.00169076,0.000551985,0.00127468,0.00111928,-0.00340952
615,4,122.011,-38.6071,-473.869,41042.2,-58079.5,17087.6,109.435,167.389,0,-44.7642,7.21016,-270.954,-24606.2,-10385.4,2716.49,-455.329,344.814,0,0.000493897,-1.96168e-05,0.00103819,0.000985907,0.00154636,0.000814505,0.00104284,0.00083328,-0.00342778
616,0,121.817,-38.5718,-473.155,41084.9,-57949.7,17074.6,109.525,167.168,0,-44.8869,7.35153,-272.122,-24661.9,-10436.1,2736.54,-455.351,344.628,0,-0.000128042,7.1052e-05,0.00116228,0.000993771,0.00121234,0.00100546,0.000642777,0.000604732,-0.00319801
616,1,121.735,-38.561,-472.312,41106.4,-57897.1,17037.4,109.418,166.968,0,-44.9936,7.31846,-273.002,-24720.6,-10512.2,2754.64,-455.506,344.551,0,-0.000736006,0.000332468,0.000789096,0.000913613,0.000566424,0.000884176,0.000260399,0.000348993,-0.00307692
616,2,121.586,-38.5327,-471.523,41044.8,-57956.7,16988.1,109.086,166.953,0,-45.179,7.21104,-273.792,-24773.7,-10594.4,2774.72,-455.695,344.484,0,-0.000766589,0.000446336,0.000106607,0.000672533,-0.000216679,0.000329975,-3.08201e-05,5.48862e-05,-0.00327258
616,3,121.356,-38.414,-470.667,40901.4,-57995.7,16963.4,108.78,167.099,0,-45.4978,7.21273,-274.71,-24851,-10669.1,2791.01,-455.838,344.463,0,-0.000298728,0.000391001,-0.000446097,0.000329133,-0.000748815,-0.000525682,-0.000273226,-3.37405e-05,-0.00344348
616,4,121.152,-38.2442,-469.596,40739.6,-57877.7,16965.1,108.75,167.245,0,-45.8664,7.36035,-275.635,-24972.7,-10721.9,2802.65,-455.899,344.6,0,5.52166e-05,0.000362174,-0.000555653,8.53883e-05,-0.000838081,-0.00115482,-0.000430701,0.000111999,-0.00326932
617,0,120.962,-38.156,-468.506,40642.7,-57648.6,16968.5,108.952,167.25,0,-46.1576,7.53033,-276.486,-25096.5,-10740.4,2817.48,-455.846,344.769,0,-0.000161578,0.000400905,-0.000265788,0.000134672,-0.000750743,-0.000985637,-0.000429873,0.000130136,-0.00295032
617,1,120.731,-38.1716,-467.506,40631.4,-57486.9,16957.4,109.035,167.089,0,-46.3503,7.61355,-277.446,-25179.9,-10745.2,2836.05,-455.729,344.756,0,-0.000653263,0.000408139,4.66724e-05,0.000359239,-0.000858381,-0.000200326,-0.000325589,-5.89468e-05,-0.00286575
617,2,120.54,-38.1644,-466.431,40652.8,-57489.3,16934.4,108.746,166.843,0,-46.5245,7.61319,-278.643,-25248.7,-10787.9,2854.45,-455.716,344.613,0,-0.000765435,0.000346636,0.000156521,0.000432455,-0.00107415,0.000335605,-0.000224272,-1.79129e-05,-0.0030475
617,3,120.443,-38.0782,-465.439,40649.4,-57563.1,16914.1,108.325,166.664,0,-46.7477,7.59509,-279.911,-25352.4,-10887.9,2874.94,-455.898,344.573,0,-0.000385362,0.000260009,0.000299483,0.000304991,-0.000917103,0.000273219,-8.35101e-05,0.000449389,-0.00320909
617,4,120.249,-37.9903,-464.871,40571.4,-57534.3,16901,108.236,166.726,0,-47.0129,7.61413,-281.033,-25493.7,-10996.7,2892.31,-456.129,344.714,0,9.22618e-05,0.000248166,0.000674509,0.000257733,-0.000236789,0.000187471,0.00028417,0.00094333,-0.00317286
618,0,119.778,-37.9044,-464.385,40382.7,-57334.1,16882.5,108.538,167.041,0,-47.2636,7.67977,-282.09,-25633.9,-11056.5,2891.35,-456.195,344.871,0,0.000486801,0.000395129,0.00100646,0.00046282,0.00044432,0.000503931,0.000919786,0.00114213,-0.00309835
618,1,119.224,-37.7115,-463.298,40152.3,-57070.1,16856.1,108.818,167.334,0,-47.448,7.75465,-283.271,-25736.2,-11073.3,2878.33,-456.091,344.853,0,0.000849327,0.000607148,0.000982411,0.000836815,0.000638253,0.000901525,0.00149517,0.0012484,-0.00322727
618,2,118.958,-37.4103,-461.7,40043.3,-56906.4,16830.5,108.746,167.27,0,-47.5564,7.78355,-284.465,-25799.2,-11094.8,2885.1,-456.002,344.694,0,0.00105019,0.000662898,0.000766366,0.00126039,0.000587412,0.00100346,0.00160917,0.00148026,-0.00350088
618,3,119.01,-37.1513,-460.246,40122.5,-56881.9,16798.5,108.41,166.824,0,-47.6212,7.75014,-285.48,-25864.6,-11148.9,2921.75,-456.053,344.6,0,0.00098292,0.000510663,0.00070825,0.00161221,0.000739642,0.000825736,0.00128438,0.00163354,-0.00362332
618,4,119.006,-37.0248,-459.172,40279,-56901.9,16750.8,108.077,166.279,0,-47.6999,7.7191,-286.469,-25974.3,-11229.4,2956.96,-456.199,344.671,0,0.00083294,0.000347954,0.00078096,0.00169949,0.000912499,0.000489259,0.000923381,0.00150576,-0.00348218
619,0,118.661,-36.9708,-458.254,40368.8,-56889.8,16701.2,107.855,165.908,0,-47.8521,7.76614,-287.684,-26118,-11310.3,2965.42,-456.315,344.787,0,0.000702086,0.000315948,0.000664803,0.00145546,0.000675409,0.000149026,0.000804511,0.00129757,-0.0032755
619,1,118.138,-36.9299,-457.357,40342.6,-56848.7,16666.1,107.702,165.792,0,-48.0859,7.85402,-289.062,-26243,-11367.8,2963.53,-456.327,344.787,0,0.000436364,0.000326397,0.000264749,0.00109107,0.000236485,3.8436e-05,0.000831658,0.00124656,-0.00320616
619,2,117.778,-36.9327,-456.474,40231.1,-56788.9,16639.8,107.592,165.865,0,-48.3258,7.88319,-290.373,-26314.6,-11412,2977.45,-456.301,344.623,0,8.74875e-05,0.000286051,-0.000173538,0.0008409,0.000100455,0.000157837,0.000778812,0.00128149,-0.00325088
619,3,117.672,-36.9723,-455.531,40085.7,-56689.2,16613.2,107.554,166.002,0,-48.496,7.85051,-291.47,-26355.5,-11475.8,3004.92,-456.372,344.423,0,-6.65489e-06,0.000211604,-0.000406179,0.000708754,0.000124044,0.000220347,0.00060192,0.00124001,-0.00328464
619,4,117.65,-36.9322,-454.523,39952.1,-56535.4,16595.5,107.616,166.101,0,-48.6272,7.83056,-292.267,-26427.2,-11559.8,3030.09,-456.552,344.421,0,0.000237085,8.70946e-05,-0.00040683,0.000598804,-0.00016672,6.05765e-05,0.000390218,0.00107153,-0.00330049
620,0,117.543,-36.7406,-453.635,39869.6,-56360.3,16597.9,107.758,166.111,0,-48.8215,7.85109,-292.806,-26554,-11626.7,3048.39,-456.708,344.688,0,0.000481552,-0.000104514,-0.000276734,0.000495976,-0.000641145,-0.000179015,0.00013372,0.000797218,-0.00339467
620,1,117.288,-36.4735,-452.965,39853.1,-56234.7,16615.3,107.852,166.017,0,-49.1143,7.89912,-293.384,-26689.3,-11663.4,3059.4,-456.755,344.97,0,0.000428883,-0.0002794,-0.000129438,0.00038627,-0.000777143,-0.000260786,-0.000223157,0.00048393,-0.00358018
620,2,116.913,-36.2506,-452.325,39862.1,-56197.6,16631.2,107.759,165.873,0,-49.4023,7.98913,-294.334,-26786,-11701.7,3062.72,-456.757,345.006,0,0.000186729,-0.00036247,-3.81879e-05,0.000184903,-0.000444396,-0.000170651,-0.000529907,0.000217847,-0.00374233
620,3,116.563,-36.1477,-451.558,39830.5,-56209.3,16619.3,107.521,165.793,0,-49.5544,8.12794,-295.652,-26858.1,-11770.1,3069.24,-456.811,344.844,0,0.000119252,-0.000347846,2.78333e-05,-0.000130512,5.72549e-05,-0.000173834,-0.000471438,9.72377e-05,-0.00380151
620,4,116.391,-36.186,-450.736,39746.5,-56197.7,16554.4,107.32,165.819,0,-49.6099,8.24187,-297.036,-26936.6,-11854.3,3092.72,-456.908,344.685,0,0.000386285,-0.000208691,0.000159565,-0.000427201,0.000403414,-0.00036859,5.37942e-05,0.000256321,-0.00381876
621,0,116.343,-36.2688,-449.857,39668.8,-56117.9,16459,107.254,165.819,0,-49.7575,8.24495,-298.266,-27027.6,-11913.5,3129.42,-456.943,344.616,0,0.000709566,7.62857e-05,0.00034237,-0.000518331,0.000509521,-0.00042686,0.000703745,0.000731304,-0.00386168
621,1,116.17,-36.1814,-448.647,39640.4,-55955.1,16407.6,107.28,165.645,0,-50.0729,8.19287,-299.42,-27139.7,-11931.3,3159.47,-456.848,344.641,0,0.000718752,0.000402675,0.000435578,-0.000305714,0.000612862,-6.15653e-05,0.0010168,0.00131885,-0.00383669
621,2,115.733,-35.8179,-446.945,39619.5,-55729.7,16441,107.31,165.355,0,-50.4118,8.23855,-300.674,-27280.7,-11943,3166.46,-456.721,344.732,0,0.000449443,0.000608105,0.000368879,0.000152482,0.000983772,0.000676602,0.000988462,0.00174777,-0.00360853
621,3,115.177,-35.3915,-445.192,39534.5,-55518.7,16509.2,107.293,165.197,0,-50.6036,8.39198,-301.988,-27419.1,-11997.5,3155.29,-456.728,344.795,0,0.000274125,0.000695925,0.000286872,0.000631691,0.00145979,0.00163074,0.00105751,0.00193336,-0.0032838
621,4,114.779,-35.2432,-444.04,39391,-55395.3,16530.2,107.247,165.29,0,-50.6463,8.4832,-303.161,-27517.1,-12095.5,3150.19,-456.898,344.767,0,0.000350884,0.000803561,0.000442507,0.000829438,0.00159316,0.00245021,0.00141038,0.00190244,-0.00318003
622,0,114.621,-35.4183,-443.334,39270.9,-55341,16479.4,107.171,165.419,0,-50.6778,8.43976,-304.16,-27594.8,-12186.6,3166.62,-457.066,344.725,0,0.000388578,0.000878944,0.000923152,0.000639922,0.00131303,0.00254389,0.00165027,0.0016242,-0.00340347
